"cid","age","job","marital","education","default","balance","housing","loan"
"C01654",34,"technician","single","3","yes",33,"yes","yes"
"C01655",41,"technician","single","2","no",-320,"yes","no"
"C01657",37,"management","married","3","no",0,"yes","no"
"C01663",49,"services","divorced","2","no",470,"yes","no"
"C01673",34,"management","single","3","no",-322,"no","no"
"C01678",52,"services","divorced","1","no",146,"yes","no"
"C01685",47,"technician","married","1","no",187,"yes","no"
"C01693",27,"services","single","2","no",777,"yes","no"
"C01698",36,"management","divorced","3","no",133,"yes","no"
"C01701",51,"management","single","3","no",417,"yes","no"
"C01703",40,"retired","married","3","no",794,"no","no"
"C01705",36,"services","married","2","no",335,"yes","no"
"C01707",26,"blue-collar","single","2","no",-116,"yes","yes"
"C01710",31,"blue-collar","married","2","no",428,"yes","no"
"C01716",41,"blue-collar","married","1","no",-45,"yes","yes"
"C01717",44,"management","married","3","no",223,"yes","no"
"C01722",37,"admin.","divorced","2","no",34,"yes","no"
"C01723",54,"admin.","married","2","no",222,"yes","no"
"C01729",46,"blue-collar","married","2","no",-3,"yes","no"
"C01733",31,"admin.","married","2","no",535,"no","no"
"C01735",29,"blue-collar","married","1","yes",-43,"yes","no"
"C01736",31,"services","married","2","no",-346,"no","no"
"C01737",37,"blue-collar","divorced","2","no",-271,"yes","no"
"C01742",29,"admin.","divorced","2","no",0,"no","no"
"C01749",25,"admin.","single","2","no",787,"yes","no"
"C01757",30,"technician","single","2","no",23,"yes","no"
"C01758",23,"student","single","2","no",318,"yes","no"
"C01760",43,"admin.","married","2","no",616,"yes","no"
"C01763",32,"blue-collar","single","2","no",-578,"no","no"
"C01764",32,"admin.","single","2","no",-227,"yes","yes"
"C01769",34,"services","married","2","no",-68,"yes","no"
"C01772",31,"services","divorced","2","no",1656,"yes","no"
"C01776",56,"admin.","married","1","no",202,"yes","no"
"C01778",46,"technician","single","2","yes",-1124,"yes","yes"
"C01789",32,"entrepreneur","single","3","no",6259,"yes","no"
"C01792",30,"management","single","3","no",1108,"yes","yes"
"C01799",33,"unemployed","married","2","no",-131,"yes","yes"
"C01801",34,"blue-collar","married","1","no",139,"yes","no"
"C01803",32,"blue-collar","single","2","no",160,"yes","no"
"C01807",26,"blue-collar","single","2","no",82,"yes","no"
"C01809",26,"management","single","3","no",1326,"yes","no"
"C01817",43,"management","married","3","no",291,"yes","no"
"C01820",33,"blue-collar","married","2","no",88,"yes","no"
"C01823",34,"blue-collar","married","2","yes",-331,"yes","yes"
"C01826",29,"self-employed","single","3","no",5406,"no","no"
"C01829",27,"blue-collar","single","2","no",45,"yes","no"
"C01836",40,"technician","single","2","no",360,"yes","no"
"C01840",26,"technician","single","2","no",57,"yes","no"
"C01842",32,"admin.","single","2","no",708,"no","no"
"C01843",31,"blue-collar","married","2","no",1329,"yes","yes"
"C01847",30,"services","married","2","no",0,"yes","no"
"C01859",41,"admin.","married","2","no",442,"yes","yes"
"C01860",36,"blue-collar","married","2","no",590,"yes","no"
"C01861",37,"technician","married","3","no",447,"yes","no"
"C01862",38,"blue-collar","married","2","no",49,"yes","no"
"C01863",32,"technician","married","2","no",1118,"yes","yes"
"C01864",33,"blue-collar","divorced","1","no",390,"yes","no"
"C01865",28,"technician","single","2","no",-125,"yes","no"
"C01867",30,"blue-collar","single","2","no",18,"no","no"
"C01872",33,"blue-collar","single","2","no",687,"yes","no"
"C01873",46,"blue-collar","married","1","no",1726,"yes","yes"
"C01874",38,"blue-collar","married","2","no",-388,"yes","no"
"C01875",33,"blue-collar","single","1","no",92,"yes","no"
"C01877",35,"management","married","3","no",1510,"yes","no"
"C01880",33,"technician","single","2","no",513,"yes","no"
"C01882",30,"services","married","1","no",21,"yes","no"
"C01886",27,"admin.","married","2","no",1033,"yes","no"
"C01887",48,"unemployed","married","2","no",855,"yes","no"
"C01889",29,"technician","single","3","no",542,"yes","no"
"C01893",31,"blue-collar","married","2","no",4471,"yes","no"
"C01894",55,"technician","married","2","no",2313,"yes","no"
"C01898",49,"blue-collar","married","1","no",352,"yes","no"
"C01900",49,"housemaid","divorced","1","no",164,"yes","no"
"C01901",35,"management","single","3","no",-202,"yes","no"
"C01905",37,"blue-collar","married","2","no",790,"no","no"
"C01912",28,"blue-collar","married","2","no",948,"yes","no"
"C01915",25,"admin.","single","2","no",61,"yes","no"
"C01919",32,"services","married","2","no",59,"yes","yes"
"C01920",31,"services","married","2","no",0,"no","yes"
"C01926",36,"blue-collar","married","2","no",198,"yes","no"
"C01931",31,"management","single","3","no",0,"yes","no"
"C01938",29,"blue-collar","married","1","no",608,"yes","no"
"C01940",31,"management","single","3","no",12,"yes","no"
"C01942",47,"technician","single","","no",77,"yes","no"
"C01943",29,"student","single","2","no",510,"yes","no"
"C01952",25,"admin.","married","2","no",10,"yes","no"
"C01953",32,"blue-collar","married","2","no",150,"yes","no"
"C01961",34,"blue-collar","married","2","no",2137,"no","no"
"C01970",33,"blue-collar","married","1","no",191,"yes","no"
"C01975",41,"blue-collar","single","1","no",156,"yes","no"
"C01976",48,"blue-collar","married","1","no",231,"yes","no"
"C01977",32,"blue-collar","single","2","no",-83,"yes","no"
"C01981",40,"management","married","3","no",4190,"no","no"
"C01984",32,"blue-collar","married","1","no",-89,"yes","no"
"C01989",49,"services","divorced","2","no",315,"yes","no"
"C01991",53,"management","married","3","no",913,"yes","no"
"C01993",34,"entrepreneur","divorced","3","no",338,"yes","no"
"C01997",43,"blue-collar","single","1","no",0,"no","no"
"C02001",52,"management","married","1","no",226,"yes","no"
"C02007",29,"services","single","2","no",487,"yes","yes"
"C02010",27,"admin.","married","2","no",133,"yes","yes"
"C02013",47,"blue-collar","married","2","no",8,"no","no"
"C02016",31,"blue-collar","married","2","no",42,"yes","no"
"C02018",37,"management","single","3","no",493,"yes","no"
"C02019",48,"unemployed","married","1","no",296,"yes","no"
"C02026",27,"blue-collar","married","2","no",564,"yes","no"
"C02027",36,"blue-collar","married","2","no",771,"yes","no"
"C02028",33,"technician","married","2","no",0,"yes","yes"
"C02031",48,"blue-collar","married","1","no",418,"yes","no"
"C02032",41,"admin.","single","2","no",-256,"no","yes"
"C02034",32,"services","single","2","no",85,"yes","no"
"C02041",35,"technician","married","","no",86,"yes","no"
"C02042",57,"management","divorced","2","no",0,"yes","yes"
"C02049",56,"management","single","3","no",4542,"no","no"
"C02053",47,"admin.","single","2","no",15,"no","no"
"C02055",44,"unemployed","married","2","no",304,"yes","no"
"C02068",43,"unemployed","married","2","no",210,"yes","no"
"C02072",40,"technician","married","2","no",66,"yes","no"
"C02073",31,"blue-collar","married","1","no",0,"yes","yes"
"C02074",29,"technician","married","3","no",409,"yes","no"
"C02079",25,"technician","single","2","no",1135,"yes","no"
"C02081",40,"services","single","2","no",-278,"yes","no"
"C02082",43,"technician","single","3","no",16,"yes","no"
"C02084",28,"admin.","single","2","no",-103,"yes","no"
"C02085",54,"management","married","1","no",113,"no","no"
"C02088",26,"management","divorced","3","yes",-402,"no","yes"
"C02090",57,"unemployed","married","2","no",3867,"yes","no"
"C02091",39,"blue-collar","divorced","2","no",36,"yes","no"
"C02094",33,"blue-collar","married","1","no",2,"yes","yes"
"C02096",31,"technician","married","2","no",286,"no","no"
"C02097",32,"management","single","3","no",311,"no","no"
"C02105",47,"blue-collar","married","1","no",304,"yes","no"
"C02108",33,"blue-collar","married","1","no",211,"yes","no"
"C02117",40,"blue-collar","divorced","1","no",737,"yes","yes"
"C02119",25,"student","single","3","no",641,"yes","no"
"C02125",37,"technician","married","2","no",1047,"yes","yes"
"C02131",41,"self-employed","married","2","no",304,"yes","no"
"C02132",34,"technician","single","2","no",-89,"yes","no"
"C02135",36,"blue-collar","married","1","no",650,"yes","no"
"C02136",45,"admin.","married","2","no",171,"yes","no"
"C02137",27,"technician","married","2","no",-302,"yes","no"
"C02143",25,"admin.","single","3","no",40,"no","no"
"C02149",37,"technician","married","2","no",183,"yes","no"
"C02155",27,"blue-collar","single","2","no",3675,"no","no"
"C02157",48,"services","married","2","no",194,"yes","yes"
"C02163",31,"blue-collar","married","2","no",297,"yes","no"
"C02164",40,"services","single","2","no",888,"yes","no"
"C02172",26,"blue-collar","single","2","yes",-23,"yes","no"
"C02183",33,"technician","single","2","no",14,"yes","no"
"C02185",43,"admin.","single","2","no",275,"yes","no"
"C02187",27,"services","single","2","no",118,"yes","yes"
"C02188",30,"services","single","2","no",290,"yes","no"
"C02191",31,"technician","single","2","no",628,"yes","no"
"C02192",56,"retired","married","1","no",13,"yes","no"
"C02196",31,"blue-collar","single","1","no",985,"yes","no"
"C02199",29,"unemployed","married","2","no",380,"no","yes"
"C02200",23,"admin.","single","2","no",290,"yes","no"
"C02202",24,"blue-collar","single","2","no",117,"yes","yes"
"C02204",36,"technician","single","2","no",-475,"yes","no"
"C02205",40,"management","single","","no",838,"yes","no"
"C02211",31,"blue-collar","married","1","no",-464,"yes","yes"
"C02217",30,"blue-collar","married","2","no",458,"yes","no"
"C02218",32,"unemployed","married","1","no",324,"yes","no"
"C02241",35,"management","divorced","3","no",538,"yes","no"
"C02244",36,"entrepreneur","married","1","no",177,"yes","no"
"C02247",50,"admin.","married","2","no",1114,"yes","yes"
"C02251",57,"management","single","3","no",73,"no","no"
"C02253",42,"management","married","1","no",470,"yes","no"
"C02255",55,"blue-collar","married","1","no",0,"yes","yes"
"C02259",31,"blue-collar","married","2","no",286,"yes","yes"
"C02264",33,"entrepreneur","single","2","no",339,"yes","no"
"C02266",33,"management","single","3","no",4128,"yes","no"
"C02267",40,"management","single","3","no",867,"yes","yes"
"C02268",32,"management","single","3","no",1345,"yes","no"
"C02271",26,"blue-collar","single","2","no",96,"yes","no"
"C02279",53,"blue-collar","married","1","no",6386,"yes","no"
"C02282",34,"entrepreneur","single","3","no",714,"yes","no"
"C02287",31,"services","married","2","no",-759,"yes","no"
"C02291",38,"blue-collar","single","","no",573,"yes","no"
"C02292",57,"blue-collar","married","1","yes",0,"yes","no"
"C02293",58,"entrepreneur","married","3","no",146,"yes","no"
"C02294",50,"blue-collar","married","1","no",-37,"yes","no"
"C02296",46,"blue-collar","married","1","no",0,"yes","no"
"C02297",39,"admin.","single","2","no",1242,"yes","no"
"C02298",31,"admin.","single","2","no",98,"yes","yes"
"C02301",35,"technician","married","3","no",1473,"yes","no"
"C02302",40,"blue-collar","married","2","no",3122,"yes","no"
"C02303",30,"technician","single","2","no",317,"yes","no"
"C02305",39,"blue-collar","married","2","no",661,"yes","no"
"C02306",25,"admin.","single","2","no",1,"yes","yes"
"C02310",55,"blue-collar","married","1","no",431,"yes","no"
"C02311",49,"technician","divorced","2","no",265,"yes","no"
"C02324",28,"technician","married","2","no",487,"yes","no"
"C02328",22,"blue-collar","single","1","no",-168,"yes","no"
"C02332",28,"blue-collar","married","2","no",-95,"yes","no"
"C02334",26,"technician","single","2","no",8,"no","no"
"C02335",31,"admin.","single","2","no",296,"yes","no"
"C02339",25,"blue-collar","single","2","no",335,"yes","no"
"C02340",22,"services","single","2","no",395,"yes","no"
"C02350",31,"blue-collar","married","2","no",2577,"yes","no"
"C02357",24,"technician","single","2","no",-126,"yes","yes"
"C02360",24,"technician","single","2","no",-192,"yes","no"
"C02364",21,"student","single","2","no",99,"yes","no"
"C02365",42,"blue-collar","married","2","no",-1664,"yes","no"
"C02368",33,"management","single","3","no",168,"yes","no"
"C02371",41,"blue-collar","married","2","no",429,"yes","no"
"C02381",32,"services","single","2","no",-121,"yes","yes"
"C02384",26,"blue-collar","single","2","no",309,"yes","no"
"C02386",42,"unemployed","married","2","no",135,"yes","no"
"C02389",54,"retired","divorced","3","no",0,"no","no"
"C02390",33,"blue-collar","single","","no",-90,"yes","no"
"C02391",28,"blue-collar","married","1","no",286,"yes","no"
"C02396",53,"services","married","2","no",367,"yes","yes"
"C02398",47,"retired","married","1","yes",-13,"no","no"
"C02399",33,"blue-collar","married","1","no",1309,"yes","no"
"C02400",24,"blue-collar","single","2","no",-10,"yes","no"
"C02401",23,"admin.","single","2","no",5,"yes","no"
"C02404",30,"blue-collar","married","2","no",173,"yes","no"
"C02405",34,"blue-collar","divorced","2","no",383,"yes","no"
"C02407",57,"management","married","1","no",1052,"yes","no"
"C02409",20,"services","single","2","no",-103,"yes","no"
"C02411",41,"admin.","married","2","no",705,"yes","no"
"C02426",26,"blue-collar","single","2","no",401,"yes","no"
"C02428",21,"blue-collar","single","2","no",-273,"yes","yes"
"C02433",25,"blue-collar","single","2","no",-250,"yes","no"
"C02438",47,"unemployed","married","2","no",955,"yes","no"
"C02440",45,"blue-collar","married","2","no",4646,"yes","no"
"C02447",42,"blue-collar","married","2","no",476,"yes","no"
"C02449",52,"services","married","2","no",3241,"yes","no"
"C02450",49,"retired","married","1","no",2665,"yes","no"
"C02452",54,"management","married","1","no",879,"yes","no"
"C02461",54,"blue-collar","married","","no",363,"yes","no"
"C02462",44,"technician","divorced","2","no",181,"no","no"
"C02463",36,"admin.","divorced","2","no",307,"yes","no"
"C02466",42,"management","married","3","no",1823,"yes","no"
"C02467",41,"services","married","2","no",-111,"yes","no"
"C02472",59,"retired","married","2","no",2376,"no","no"
"C02473",30,"blue-collar","married","2","no",-166,"yes","yes"
"C02476",44,"blue-collar","married","1","no",23,"yes","no"
"C02477",45,"technician","married","2","no",639,"yes","no"
"C02479",41,"technician","divorced","2","no",225,"yes","yes"
"C02487",45,"entrepreneur","divorced","3","no",-395,"yes","no"
"C02489",54,"retired","married","1","no",0,"yes","no"
"C02493",44,"management","married","3","no",6203,"yes","yes"
"C02497",49,"entrepreneur","divorced","2","no",159,"yes","no"
"C02498",46,"management","married","3","no",48,"no","no"
"C02500",43,"blue-collar","married","","no",-633,"yes","yes"
"C02504",51,"admin.","single","2","no",3132,"no","no"
"C02508",36,"blue-collar","married","2","no",1165,"yes","no"
"C02509",32,"services","married","2","no",3839,"yes","no"
"C02517",37,"blue-collar","divorced","2","no",368,"yes","no"
"C02518",44,"admin.","married","2","no",1362,"yes","no"
"C02520",52,"management","married","","no",2240,"yes","no"
"C02523",49,"entrepreneur","married","1","no",199,"no","no"
"C02525",42,"self-employed","married","3","no",5,"yes","no"
"C02537",34,"technician","single","3","no",2,"yes","no"
"C02544",43,"technician","married","2","no",1916,"yes","no"
"C02549",55,"admin.","divorced","","no",789,"yes","no"
"C02551",27,"blue-collar","single","2","no",1311,"yes","no"
"C02552",53,"management","married","2","yes",-689,"yes","no"
"C02557",51,"technician","married","2","no",463,"yes","no"
"C02558",46,"admin.","single","2","no",751,"yes","no"
"C02559",50,"unemployed","married","2","no",3478,"yes","no"
"C02564",47,"blue-collar","married","1","no",113,"yes","no"
"C02566",46,"blue-collar","divorced","1","no",274,"yes","no"
"C02568",45,"admin.","married","2","no",985,"yes","no"
